Date,Open,High,Low,Close,Adj Close,Volume,ma_4w,ma_16w,ma_52w,roll_mean_10,roll_mean_75,vol_shock,vol_shock_dir,price_shock,price_shock_dir,black_swan,price_no_vol,symbol
2015-02-03,1175.796510798389,1177.7461287991864,1175.228242027453,1176.227311121138,1176.227311121138,2342746,1178.8583835974885,1182.7825595516495,1182.7825595516495,1172.6597407013296,1182.7825595516495,1,1,0,1,0,0,INFY
2015-02-04,1182.5922531223998,1182.7067894176696,1178.1940246264671,1181.7898685336413,1181.7898685336413,3333396,1178.2094262250546,1182.7428519109292,1182.7428519109292,1173.0040805570516,1182.7428519109292,1,1,0,1,0,0,INFY
2015-02-05,1180.0421630323406,1180.8120876437342,1177.565620128859,1181.2235546118557,1181.2235546118557,4235353,1177.5971668743985,1182.6844173994264,1182.6844173994264,1173.2530903404197,1182.6844173994264,1,1,0,0,0,0,INFY
2015-02-06,1182.2814280393434,1183.8179915388152,1179.2093424577752,1180.421162376244,1180.421162376244,4521928,1177.4041327017742,1182.6005931393086,1182.6005931393086,1173.429498718077,1182.6005931393086,0,1,0,0,0,0,INFY
2015-02-09,1174.869641698119,1175.8224392585632,1173.0960365666688,1175.6718698978048,1175.6718698978048,2394555,1177.0188667170019,1182.3531387378262,1182.3531387378262,1172.7707705095447,1182.3531387378262,1,0,0,0,0,0,INFY
2015-02-10,1170.849106930172,1173.756125255358,1170.759997028804,1170.1797802940948,1170.1797802940948,1871539,1176.5656728813858,1181.933367757008,1181.933367757008,1172.048769920897,1181.933367757008,1,0,0,0,0,0,INFY
2015-02-11,1163.9046099304758,1166.529428623226,1162.03248074327,1164.967559018612,1164.967559018612,2864712,1175.5768879541672,1181.3678407990615,1181.3678407990615,1171.7674571983302,1181.3678407990615,1,1,0,0,0,0,INFY
2015-02-12,1164.7353662519952,1165.6554487713677,1164.5825174381737,1165.0875925424784,1165.0875925424784,1660367,1174.6359986256932,1180.8426715004618,1180.8426715004618,1171.8313834649657,1180.8426715004618,1,0,0,1,0,0,INFY
2015-02-13,1166.3258752274603,1167.3303807956418,1164.7078087826144,1167.5071620995352,1167.5071620995352,4447497,1173.9356120557004,1180.425936831683,1180.425936831683,1172.3967485854478,1180.425936831683,1,1,0,1,0,0,INFY
2015-02-16,1169.2139397985184,1170.4470315647725,1166.0279257925138,1169.3120960411077,1169.3120960411077,2687829,1173.1056248182779,1180.0891537774232,1180.0891537774232,1173.2387956536513,1180.0891537774232,1,0,0,1,0,0,INFY
2015-02-17,1179.705699476677,1181.354533343769,1176.6817331219436,1177.056758186458,1177.056758186458,3205868,1172.9907405307563,1179.9999656718064,1179.9999656718064,1173.3217403601834,1179.9999656718064,1,1,0,1,0,0,INFY
2015-02-18,1177.939533635093,1178.1739281895464,1174.8995811551183,1178.1463186424523,1178.1463186424523,2697266,1172.9807329640578,1179.9470043281106,1179.9470043281106,1172.9573853710642,1179.9470043281106,1,0,0,1,0,0,INFY
2015-02-19,1177.8408570755375,1180.018899385137,1177.811146074334,1179.1189685606196,1179.1189685606196,3188040,1173.0000085531801,1179.9240033345693,1179.9240033345693,1172.7469267659405,1179.9240033345693,1,1,0,1,0,0,INFY
2015-02-20,1178.1614760796542,1178.2130888046977,1178.1226169156078,1176.950533559766,1176.950533559766,1848982,1172.9146813011848,1179.8436392866015,1179.8436392866015,1172.3998638842927,1179.8436392866015,1,0,0,0,0,0,INFY
2015-02-23,1174.612834167342,1174.9594873063002,1172.7242474343914,1176.6418281580434,1176.6418281580434,3996241,1172.6338151099305,1179.7593810990081,1179.7593810990081,1172.4968597103168,1179.7593810990081,1,1,0,0,0,0,INFY
2015-02-24,1177.3796999822853,1178.14950418971,1175.8127585840764,1177.9034617808609,1177.9034617808609,4980615,1172.6589988899452,1179.7117934241837,1179.7117934241837,1173.2692278589934,1179.7117934241837,1,1,0,1,0,0,INFY
2015-02-25,1170.5070431119057,1170.9802865353945,1170.2786070699324,1171.527576362461,1171.527576362461,4357048,1172.8463433958543,1179.5071879976406,1179.5071879976406,1173.9252295933784,1179.5071879976406,1,0,0,0,0,0,INFY
2015-02-26,1169.8814497219223,1174.0355581313809,1169.3875340190812,1170.3354732581677,1170.3354732581677,2967308,1173.1407005649567,1179.2834876381412,1179.2834876381412,1174.4500176649472,1179.2834876381412,1,0,0,0,0,0,INFY
2015-02-27,1183.3077085968573,1186.1710537058375,1182.3848450385055,1182.0130538997776,1182.0130538997776,4287412,1174.1486777152095,1179.3484773110374,1179.3484773110374,1175.9006068449714,1179.3484773110374,1,1,0,1,0,0,INFY
2015-03-02,1170.0511369783196,1171.4555608120413,1169.6615693402125,1171.4436745542391,1171.4436745542391,3997658,1174.6762801749678,1179.1646446887862,1179.1646446887862,1176.1137646962848,1179.1646446887862,0,0,0,0,0,0,INFY
2015-03-03,1170.5638981142429,1171.8787353198231,1168.835556927636,1170.754181838539,1170.754181838539,4959267,1174.4026237108378,1178.9734978058261,1178.9734978058261,1175.4835070614927,1178.9734978058261,1,1,0,0,0,0,INFY
2015-03-04,1164.2631346509393,1165.9195369603187,1163.313460110422,1165.3321410726678,1165.3321410726678,2068356,1173.5797373377893,1178.6703565450894,1178.6703565450894,1174.2020893045142,1178.6703565450894,1,0,0,0,0,0,INFY
2015-03-05,1165.5446845021736,1165.9362578977211,1163.4731590683011,1167.2412143392266,1167.2412143392266,4783642,1172.880620324158,1178.4218969319184,1178.4218969319184,1173.014313882375,1178.4218969319184,1,1,0,1,0,0,INFY
2015-03-06,1165.8769245241158,1166.346253177276,1165.44533422897,1166.5116609484674,1166.5116609484674,3593642,1172.185145252769,1178.1684876556747,1178.1684876556747,1171.9704266212452,1178.1684876556747,1,0,0,0,0,0,INFY
2015-03-09,1167.8334456031955,1169.79701521143,1165.8014013531742,1167.7113444422184,1167.7113444422184,4356726,1171.7871189799896,1177.9506305053944,1177.9506305053944,1171.0773782496624,1177.9506305053944,1,1,0,1,0,0,INFY
2015-03-10,1165.0462554625406,1165.9962538173736,1163.9747518405732,1164.161463561744,1164.161463561744,4302466,1171.4862031433722,1177.6692189351159,1177.6692189351159,1169.7031784277508,1177.6692189351159,0,0,0,0,0,0,INFY
2015-03-11,1168.33749373992,1168.694258186164,1163.336099469463,1167.950798223938,1167.950798223938,2650809,1171.6353651036384,1177.4748505208922,1177.4748505208922,1169.3455006138986,1177.4748505208922,1,0,0,1,0,0,INFY
2015-03-12,1178.0689316353178,1182.2048986530667,1174.2369538690132,1177.232748909665,1177.232748909665,2139878,1172.2426229219977,1177.470103430476,1177.470103430476,1170.0352281790483,1177.470103430476,1,0,0,1,0,0,INFY
2015-03-13,1177.4610684576228,1182.8098021218716,1177.0893238123515,1177.8730062364848,1177.8730062364848,1739469,1172.7609151288452,1177.4778515613607,1177.4778515613607,1169.621223412719,1177.4778515613607,1,0,0,1,0,0,INFY
2015-03-16,1180.5262216737017,1182.2309899872926,1179.0698974791696,1181.4628039978134,1181.4628039978134,2827937,1173.3684505266806,1177.5530393431807,1177.5530393431807,1170.6231363570764,1177.5530393431807,1,1,0,1,0,0,INFY
2015-03-17,1185.7812148113956,1186.4868037415176,1185.0684094552737,1187.0818623305438,1187.0818623305438,3969084,1173.8697057338848,1177.7294990281318,1177.7294990281318,1172.2559044062768,1177.7294990281318,1,1,0,1,0,0,INFY
2015-03-18,1191.1650063005177,1191.8216130950705,1189.142229843134,1191.3360162651074,1191.3360162651074,3903613,1174.5291906150173,1177.9768902506223,1177.9768902506223,1174.8562919255207,1177.9768902506223,0,0,0,1,0,0,INFY
2015-03-19,1188.9938326949386,1190.3622701602076,1187.7938149874085,1188.861040606149,1188.861040606149,2586250,1175.0162942172942,1178.1712500783995,1178.1712500783995,1177.0182745522131,1178.1712500783995,1,0,0,0,0,0,INFY
2015-03-20,1192.608328144382,1194.843151716885,1191.491532120182,1192.1472193524244,1192.1472193524244,1177041,1175.7761285069269,1178.4164425218034,1178.4164425218034,1179.5818303926087,1178.4164425218034,1,0,0,1,0,0,INFY
2015-03-23,1203.302085616197,1204.7881523598278,1201.6519116473778,1201.8512897079947,1201.8512897079947,1185888,1177.0366015844245,1178.8204916112206,1178.8204916112206,1182.9958249191864,1178.8204916112206,0,1,0,1,0,0,INFY
2015-03-24,1204.4602807299098,1208.245321580977,1203.294261175144,1202.6147320561208,1202.6147320561208,4685433,1178.2721650981875,1179.223783822151,1179.223783822151,1186.841151768624,1179.223783822151,1,1,0,1,0,0,INFY
2015-03-25,1203.0006094402208,1203.1582731181663,1200.566135546606,1204.1282057640533,1204.1282057640533,2245821,1179.902196568267,1179.6388575211827,1179.6388575211827,1190.4588925226356,1179.6388575211827,1,0,0,1,0,0,INFY
2015-03-26,1205.158270107053,1208.8872945331418,1204.5744472790395,1205.6930722600227,1205.6930722600227,2057982,1181.6700765183598,1180.06597579559,1180.06597579559,1193.3049248576713,1180.06597579559,0,0,0,1,0,0,INFY
2015-03-27,1209.3478405557998,1210.8391568808206,1207.861827057603,1209.3416899206004,1209.3416899206004,2076569,1183.036508319401,1180.53816473309,1180.53816473309,1196.4517932260828,1180.53816473309,0,1,0,1,0,0,INFY
2015-03-30,1206.3183645890892,1207.0157626973703,1205.1340978565229,1207.3045841701944,1207.3045841701944,4275134,1184.829553800199,1180.963028533679,1180.963028533679,1199.0359712433212,1180.963028533679,1,1,0,0,0,0,INFY
2015-03-31,1208.1630337571146,1208.658066992155,1206.087849005847,1206.3538848900466,1206.3538848900466,4092606,1186.609538952774,1181.3597606642475,1181.3597606642475,1200.9631734992713,1181.3597606642475,0,0,0,0,0,0,INFY
2015-04-01,1205.1741011627084,1207.7423665345696,1204.5825385852818,1204.9327905001448,1204.9327905001448,2647895,1188.589571424148,1181.7224226617227,1181.7224226617227,1202.3228509227752,1181.7224226617227,1,0,0,0,0,0,INFY
2015-04-02,1205.9728824326578,1206.981645817511,1205.154561090383,1205.3543156496146,1205.3543156496146,4346477,1190.4952264896674,1182.0804816463879,1182.0804816463879,1203.9721784271217,1182.0804816463879,1,1,0,1,0,0,INFY
2015-04-03,1203.212002037968,1206.393968049965,1201.6894835196483,1203.1134328968878,1203.1134328968878,1841528,1192.3253150870885,1182.3944062919174,1182.3944062919174,1205.068799781568,1182.3944062919174,1,0,0,0,0,0,INFY
2015-04-06,1202.659417814352,1202.872208703733,1202.498164801499,1203.1695071066429,1203.1695071066429,3363075,1194.0982232203096,1182.6999224803694,1182.6999224803694,1205.2006215214328,1182.6999224803694,1,1,0,1,0,0,INFY
2015-04-07,1202.760433078718,1203.4614173167267,1202.4719078715018,1202.210146599198,1202.210146599198,1698363,1196.0006573721823,1182.9826793516568,1182.9826793516568,1205.1601629757406,1182.9826793516568,1,0,0,0,0,0,INFY
2015-04-08,1209.1965771646985,1210.731415406276,1208.2339543369674,1209.626140273641,1209.626140273641,3100800,1198.0844244746675,1183.363300221971,1183.363300221971,1205.7099564266994,1183.363300221971,1,1,0,1,0,0,INFY
2015-04-09,1208.6484522988908,1209.324308627876,1206.06347400217,1209.5273988135389,1209.5273988135389,4681811,1199.6991569698612,1183.731808652838,1183.731808652838,1206.093389082051,1183.731808652838,1,1,0,0,0,0,INFY
2015-04-10,1213.008225466568,1213.144205238318,1212.5003851282947,1211.579324880158,1211.579324880158,1845688,1201.3844729020448,1184.1185797115509,1184.1185797115509,1206.3171525780067,1184.1185797115509,1,0,0,1,0,0,INFY
2015-04-13,1216.3845775893374,1217.9485326566205,1215.877639986444,1213.9073349087294,1213.9073349087294,3327905,1203.0066994475906,1184.5266448512382,1184.5266448512382,1206.9774276518601,1184.5266448512382,1,1,0,1,0,0,INFY
2015-04-14,1214.3406826059063,1214.9078936275178,1213.6919045122245,1213.302562781241,1213.302562781241,1149098,1204.3177344701255,1184.915508607049,1184.915508607049,1207.6722954409797,1184.915508607049,1,0,0,0,0,0,INFY
2015-04-15,1217.701929946967,1219.5625461816846,1216.9238549904392,1218.4810025753388,1218.4810025753388,3502484,1205.6749837856373,1185.3630485266262,1185.3630485266262,1209.027116648499,1185.3630485266262,1,1,0,1,0,0,INFY
2015-04-16,1215.2881188578283,1217.0869909002186,1211.7060132442882,1214.328563345278,1214.328563345278,2472239,1206.9483599225937,1185.7441737216086,1185.7441737216086,1209.9245414180655,1185.4792376937405,1,0,0,0,0,0,INFY
2015-04-17,1218.323981593048,1219.8633512579513,1216.7418303417105,1219.117185316118,1219.117185316118,4997263,1208.2968582207782,1186.1775894566022,1186.1775894566022,1211.5249166599883,1185.693014302344,1,1,0,1,0,0,INFY
2015-04-20,1224.011209156248,1227.6227235795736,1222.7563453254234,1222.451521819855,1222.451521819855,4695309,1209.3268698263714,1186.6426398715157,1186.6426398715157,1213.4531181313096,1185.9932372153828,0,0,0,1,0,0,INFY
2015-04-21,1220.4714294658263,1221.2132030224238,1219.3190283589672,1220.0417105338413,1220.0417105338413,4520314,1210.1982187502572,1187.0654129178743,1187.0654129178743,1215.236274524774,1186.2473848429634,0,0,0,0,0,0,INFY
2015-04-22,1223.0937388527243,1223.7272741012775,1222.8976231334111,1222.3288284997964,1222.3288284997964,4901860,1211.1082498870444,1187.5062056126483,1187.5062056126483,1216.5065433473897,1186.6148490098628,0,1,0,1,0,0,INFY
2015-04-23,1219.588836407675,1221.1432898287037,1218.3471631904672,1220.172417313578,1220.172417313578,2676327,1211.8322171397222,1187.6881811314215,1187.9094921768572,1217.5710451973932,1186.9708980190442,1,0,0,0,0,0,INFY
2015-04-24,1220.2198142115328,1220.5971685253649,1218.914004453115,1220.8138932851796,1220.8138932851796,3866449,1212.405827307951,1187.9098055516006,1188.310765361105,1218.4945020378955,1187.4579919851303,1,1,0,1,0,0,INFY
2015-04-27,1231.2728957809832,1232.3158511892616,1230.144693753816,1230.4369810241433,1230.4369810241433,2066216,1213.5624471506485,1188.291082772628,1188.8183101281295,1220.147466649437,1188.0854558708754,1,0,0,1,0,0,INFY
2015-04-28,1233.0379900822577,1234.6820606776898,1231.1903849069847,1233.6199063904864,1233.6199063904864,1410894,1214.9257482256705,1188.6990736216928,1189.3516624645863,1222.1792010103613,1188.8104725293297,1,0,0,1,0,0,INFY
2015-04-29,1230.7796672192967,1231.0962979745498,1228.734949219611,1232.1077886261096,1232.1077886261096,4772191,1216.2844981319688,1189.16580827974,1189.8546757135452,1223.5418796154386,1189.4419996101715,1,1,0,0,0,0,INFY
2015-04-30,1231.1883291330494,1235.0313917868189,1228.9539455916213,1231.1066357770492,1231.1066357770492,3199668,1217.5721141383406,1189.636281956641,1190.3343496677721,1225.2196868586157,1190.0713496990393,1,0,0,0,0,0,INFY
2015-05-01,1232.503926546789,1235.4426495948196,1232.2117731012752,1231.700657928806,1231.700657928806,1857710,1219.0014753899363,1190.229017107892,1190.8098244753703,1226.4780341198843,1190.7404932247648,1,0,0,1,0,0,INFY
2015-05-04,1228.4523042500457,1229.7719800861437,1227.114095321694,1228.4497215668805,1228.4497215668805,2456410,1220.2654861129483,1190.7924237575623,1191.2375505786829,1227.077854094587,1191.3076649684624,1,1,0,0,0,0,INFY
2015-05-05,1223.41634595247,1223.8360236854228,1222.9975526963376,1223.6350776516815,1223.6350776516815,3123550,1221.3367326655725,1191.347316515628,1191.6015677368064,1227.437190806371,1191.898073417993,1,1,0,0,0,0,INFY
2015-05-06,1225.973074998568,1228.9847955500825,1221.5391016553403,1224.8207140276486,1224.8207140276486,4914921,1222.0964613532728,1191.8482847214366,1191.9706693622602,1227.6863793591563,1192.5177300053429,1,1,0,1,0,0,INFY
2015-05-07,1219.0122528988716,1222.4218984741117,1218.6658947493631,1219.987924696634,1219.987924696634,2156437,1222.6194876474278,1192.299316541245,1192.2785512890116,1227.6679300974617,1193.0677895775887,1,0,0,0,0,0,INFY
2015-05-08,1218.6046790596536,1219.5612075975434,1215.8571689155417,1218.5086092078675,1218.5086092078675,2627488,1222.9659518638132,1192.7617379876008,1192.5636606142166,1227.4374016897307,1193.5991433190313,1,1,0,0,0,0,INFY
2015-05-11,1211.5233899574923,1212.233868774911,1210.1846935917122,1211.218249833635,1211.218249833635,3053818,1222.8314976100585,1193.0780681006518,1192.7642475950704,1225.5155285706799,1193.985264623705,1,1,0,0,0,0,INFY
2015-05-12,1219.4083980920143,1221.1676906943728,1217.5672961275106,1218.8971127415325,1218.8971127415325,2195420,1223.1112251080729,1193.5723514607098,1193.0422567987562,1224.0432492057844,1194.5385623111843,1,0,0,1,0,0,INFY
2015-05-13,1205.591705571546,1205.9806744032187,1203.650925922253,1205.4404499111167,1205.4404499111167,1760190,1222.4591974748619,1193.9110262098936,1193.1727640946758,1221.3765153342852,1195.0406924934089,1,0,0,0,0,0,INFY
2015-05-14,1214.4646451564452,1215.0338196878022,1214.4018004915167,1215.5226410486457,1215.5226410486457,2751146,1222.5189013600302,1194.3708910132743,1193.4055753129462,1219.8181158614448,1195.7216833090424,1,1,0,1,0,0,INFY
2015-05-15,1216.4765455477632,1218.3801719540895,1216.0776324181406,1215.5991580621878,1215.5991580621878,4344891,1222.3429999973337,1194.8326670065558,1193.6343751351035,1218.207965874783,1196.438291937942,1,1,0,1,0,0,INFY
2015-05-18,1224.928560013059,1227.8571077505376,1224.9240351038654,1224.2869798442723,1224.2869798442723,2960211,1222.4347728985545,1195.3580148548203,1193.9471568158092,1217.7916917025223,1197.283563331078,1,0,0,1,0,0,INFY
2015-05-19,1228.2000272300902,1229.2208362618906,1227.6093289422124,1228.384836004528,1228.384836004528,3247432,1222.851929172089,1195.9953279776198,1194.29501216115,1218.2666675378068,1197.97899699619,0,1,0,1,0,0,INFY
2015-05-20,1231.7598271459926,1231.9821306751778,1231.50922432481,1230.2622292282397,1230.2622292282397,3775113,1223.248599208511,1196.7763472649192,1194.6546843318208,1218.810819057866,1198.6252951387846,1,1,0,1,0,0,INFY
2015-05-21,1230.7018960792504,1232.461746622267,1230.4449150470944,1231.6055648050817,1231.6055648050817,1370229,1223.8202565830863,1197.615812701531,1195.0205346335363,1219.9725830687107,1199.2970552746945,1,0,0,1,0,0,INFY
2015-05-22,1238.531540913763,1239.0510480486282,1234.2485538146482,1237.6891196919212,1237.6891196919212,2736307,1224.6640179034234,1198.563757811496,1195.4388540948928,1221.8906341171162,1200.0606280389031,1,1,0,1,0,0,INFY
2015-05-25,1235.9253580182112,1237.552441010051,1233.9376380833958,1236.0296223959788,1236.0296223959788,1479302,1224.9436499720152,1199.5029827744577,1195.8329392240298,1224.3717713733504,1200.8653980722122,1,0,0,0,0,0,INFY
2015-05-26,1234.6862569607747,1236.0780827513645,1233.211432412338,1234.5945236567447,1234.5945236567447,4799761,1224.992380835328,1200.2325729311526,1196.2056467666519,1225.9415124648717,1201.7242613170476,1,1,0,0,0,0,INFY
2015-05-27,1225.500032924474,1228.6356381954415,1225.4972938898763,1227.3031976036962,1227.3031976036962,1965864,1224.7521512842075,1200.8014895445283,1196.501813917481,1228.1277872341298,1202.5554031648487,1,0,0,0,0,0,INFY
2015-05-28,1223.059655967363,1224.1872442328795,1222.1740717567995,1223.688807436733,1223.688807436733,1015557,1224.3812598671916,1201.3323052048395,1196.7582949884172,1228.9444038729384,1203.336752696772,1,0,0,0,0,0,INFY
2015-05-29,1228.329578222873,1228.3777624196368,1225.7488906986296,1226.5511972883332,1226.5511972883332,2678527,1224.123786835168,1201.9089306412404,1197.0367333276688,1230.0396077955527,1204.1240064992896,1,1,0,1,0,0,INFY
2015-06-01,1220.2928869177929,1220.7175801750118,1220.2916288437425,1220.4432685258723,1220.4432685258723,4989993,1223.7234641831176,1202.468573124091,1197.25346050543,1229.655236663713,1204.805755465753,1,1,0,0,0,0,INFY
2015-06-02,1215.9175978447531,1218.180580481476,1215.2045589618492,1217.301777465689,1217.301777465689,2048834,1223.406799173818,1203.0575980887363,1197.4373900188268,1228.5469308098288,1205.3423557228095,1,0,0,0,0,0,INFY
2015-06-03,1215.7454346978627,1218.271216133337,1213.8280279338985,1214.3712747332552,1214.3712747332552,4929780,1222.8843272090983,1203.6751445351692,1197.5913344253217,1226.9578353603306,1205.8253551373537,1,1,0,0,0,0,INFY
2015-06-04,1220.0503198458248,1220.8645326236629,1217.9877865527626,1219.8645899661894,1219.8645899661894,2614603,1222.878160472576,1204.3598570029656,1197.7919943851493,1225.7837378764414,1206.3686300894276,1,0,0,1,0,0,INFY
2015-06-05,1218.387484351862,1220.134907621714,1217.7694652396494,1219.4611854962277,1219.4611854962277,1773248,1222.925789286994,1205.0092822954243,1197.985469305784,1223.9609444568719,1206.935438781914,1,0,0,0,0,0,INFY
2015-06-08,1223.8104153845204,1224.062876703524,1222.2501309829993,1223.1958848473566,1223.1958848473566,4932201,1223.52467103768,1205.6828296555025,1198.2085703282758,1222.67757070201,1207.5561595377715,1,1,0,1,0,0,INFY
2015-06-09,1213.2889604123766,1214.98317201537,1212.0822671288583,1214.5325733085508,1214.5325733085508,2191838,1223.306444066031,1206.1512773445286,1198.3517633368747,1220.6713756671902,1208.0445476914738,1,0,0,0,0,0,INFY
2015-06-10,1211.914326314777,1215.2533888728522,1211.7680230194303,1212.2548634722084,1212.2548634722084,3717876,1223.6471647440856,1206.5776341549006,1198.4726598597906,1219.1665422540414,1208.5875781862705,1,1,0,0,0,0,INFY
2015-06-11,1216.682768631367,1218.3229240775863,1215.0319544977344,1214.562487842571,1214.562487842571,1785124,1223.5991570837818,1207.0206781459249,1198.6113652734352,1218.2539102946253,1209.1772717140627,1,0,0,1,0,0,INFY
2015-06-12,1209.5914704635356,1211.13982273065,1209.390322030816,1208.986788159852,1208.986788159852,3210006,1223.268538588665,1207.421131328426,1198.7000441015243,1216.4974693817774,1209.536921504197,1,1,0,0,0,0,INFY
2015-06-15,1215.4728124794478,1216.4904659748815,1215.3386920840685,1213.7457804633134,1213.7457804633134,1817172,1222.7414786196173,1207.884930732242,1198.8275503418784,1215.8277205755214,1210.1009495829846,1,0,0,1,0,0,INFY
2015-06-16,1210.3927937898152,1212.537556279421,1207.2392387476807,1212.44065055669,1212.44065055669,1020748,1221.9442693472251,1208.3166455919397,1198.941946142003,1215.3416078846215,1210.6567691658931,1,0,0,0,0,0,INFY
2015-06-17,1208.8703852743415,1213.314249765279,1205.0628711689028,1209.9180087201385,1209.9180087201385,2720241,1220.9270583218201,1208.7965259964108,1199.033413330154,1214.8962812833097,1211.2512474011928,1,1,0,0,0,0,INFY
